fir_id,district,station_id,crime_type,date,time,lat,lon,status,mo,case_summary,bns_sections,accused_ids,victim_id,vehicle,phone_hash,synthetic,data_label
SYN-2026-MNG-0502,Mangaluru,PS-MNG-SYN-10,UPI Fraud,2025-12-15,09:33,12.86082,74.82345,Under Investigation,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1501""]",V-SYN-08501,NA,PH-SYN-05501,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0503,Belagavi,PS-BLG-SYN-11,Mobile Phone Theft,2025-12-16,14:46,15.84139,74.56793,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1502""]",V-SYN-08502,NA,PH-SYN-05502,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0504,Kalaburagi,PS-KLB-SYN-12,Chain Snatching,2025-12-17,19:59,17.3048,76.7649,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1503""]",V-SYN-08503,NA,PH-SYN-05503,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0505,Bengaluru South,PS-BLR-SYN-01,House Burglary,2025-12-18,06:12,12.85334,77.63267,Open,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1504""]",V-SYN-08504,NA,PH-SYN-05504,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0506,Mysuru,PS-MYS-SYN-02,Motorcycle Theft,2025-12-19,11:25,12.25136,76.67066,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1505""]",V-SYN-08505,NA,PH-SYN-05505,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0507,Hubballi-Dharwad,PS-HBL-SYN-03,UPI Fraud,2025-12-20,16:38,15.30411,75.16889,Charge Sheet Filed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1506""]",V-SYN-08506,NA,PH-SYN-05506,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0508,Mangaluru,PS-MNG-SYN-04,Mobile Phone Theft,2025-12-21,21:51,12.93334,74.8635,Closed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1507""]",V-SYN-08507,KA-SYN-03507,PH-SYN-05507,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0509,Belagavi,PS-BLG-SYN-05,Chain Snatching,2025-12-22,08:04,15.81672,74.53606,Open,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1508""]",V-SYN-08508,NA,PH-SYN-05508,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0510,Kalaburagi,PS-KLB-SYN-06,House Burglary,2025-12-23,13:17,17.32807,76.76573,Under Investigation,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1509""]",V-SYN-08509,NA,PH-SYN-05509,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0511,Bengaluru South,PS-BLR-SYN-07,Motorcycle Theft,2025-12-24,21:30,12.90101,77.54004,Charge Sheet Filed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-D49B3EA9""]",V-SYN-08510,KA-SYN-03510,PH-SYN-B47FC863,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0512,Mysuru,PS-MYS-SYN-08,UPI Fraud,2025-12-25,23:43,12.24991,76.68485,Closed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1511""]",V-SYN-08511,NA,PH-SYN-05511,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0513,Hubballi-Dharwad,PS-HBL-SYN-09,Mobile Phone Theft,2025-12-26,10:56,15.42457,75.08675,Open,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1512""]",V-SYN-08512,NA,PH-SYN-05512,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0514,Mangaluru,PS-MNG-SYN-10,Chain Snatching,2025-12-27,15:09,12.91217,74.92244,Under Investigation,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1513""]",V-SYN-08513,NA,PH-SYN-05513,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0515,Belagavi,PS-BLG-SYN-11,House Burglary,2025-12-28,20:22,15.83975,74.42427,Charge Sheet Filed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1514""]",V-SYN-08514,NA,PH-SYN-05514,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0516,Kalaburagi,PS-KLB-SYN-12,Motorcycle Theft,2025-12-29,07:35,17.28897,76.89414,Closed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1515""]",V-SYN-08515,NA,PH-SYN-05515,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0517,Bengaluru South,PS-BLR-SYN-01,UPI Fraud,2025-12-30,12:48,12.94387,77.51834,Open,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1516""]",V-SYN-08516,NA,PH-SYN-05516,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0518,Mysuru,PS-MYS-SYN-02,Mobile Phone Theft,2025-12-31,17:01,12.33315,76.60447,Under Investigation,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1517""]",V-SYN-08517,NA,PH-SYN-05517,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0519,Hubballi-Dharwad,PS-HBL-SYN-03,Chain Snatching,2026-01-01,22:14,15.32988,75.07998,Charge Sheet Filed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1518""]",V-SYN-08518,NA,PH-SYN-05518,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0520,Mangaluru,PS-MNG-SYN-04,House Burglary,2026-01-02,09:27,12.84103,74.89606,Closed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1519""]",V-SYN-08519,NA,PH-SYN-05519,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0521,Belagavi,PS-BLG-SYN-05,Motorcycle Theft,2026-01-03,14:40,15.89637,74.50776,Open,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1520""]",V-SYN-08520,NA,PH-SYN-05520,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0522,Kalaburagi,PS-KLB-SYN-06,UPI Fraud,2026-01-04,19:53,17.27712,76.76498,Under Investigation,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1521""]",V-SYN-08521,NA,PH-SYN-05521,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0523,Bengaluru South,PS-BLR-SYN-07,Mobile Phone Theft,2026-01-05,06:06,12.96249,77.59287,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1522""]",V-SYN-08522,KA-SYN-03522,PH-SYN-05522,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0524,Mysuru,PS-MYS-SYN-08,Chain Snatching,2026-01-06,11:19,12.38342,76.63201,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1523""]",V-SYN-08523,NA,PH-SYN-05523,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0525,Hubballi-Dharwad,PS-HBL-SYN-09,House Burglary,2026-01-07,16:32,15.33594,75.06152,Open,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1524""]",V-SYN-08524,NA,PH-SYN-05524,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0526,Mangaluru,PS-MNG-SYN-10,Motorcycle Theft,2026-01-08,21:45,12.95033,74.83648,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1525""]",V-SYN-08525,KA-SYN-03525,PH-SYN-05525,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0527,Belagavi,PS-BLG-SYN-11,UPI Fraud,2026-01-09,08:58,15.84495,74.55368,Charge Sheet Filed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1526""]",V-SYN-08526,NA,PH-SYN-05526,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0528,Kalaburagi,PS-KLB-SYN-12,Chain Snatching,2026-01-10,22:11,17.26511,76.86054,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-69585E0D""]",V-SYN-08527,NA,PH-SYN-CB8C1321,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0529,Bengaluru South,PS-BLR-SYN-01,Chain Snatching,2026-01-11,18:24,12.97694,77.52353,Open,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1528""]",V-SYN-08528,NA,PH-SYN-05528,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0530,Mysuru,PS-MYS-SYN-02,House Burglary,2026-01-12,23:37,12.24285,76.65782,Under Investigation,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1529""]",V-SYN-08529,NA,PH-SYN-05529,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0531,Hubballi-Dharwad,PS-HBL-SYN-03,Motorcycle Theft,2026-01-13,10:50,15.31495,75.11467,Charge Sheet Filed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1530""]",V-SYN-08530,NA,PH-SYN-05530,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0532,Mangaluru,PS-MNG-SYN-04,UPI Fraud,2026-01-14,15:03,12.9698,74.8364,Closed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1531""]",V-SYN-08531,NA,PH-SYN-05531,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0533,Belagavi,PS-BLG-SYN-05,Mobile Phone Theft,2026-01-15,20:16,15.90854,74.47246,Open,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1532""]",V-SYN-08532,NA,PH-SYN-05532,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0534,Kalaburagi,PS-KLB-SYN-06,Chain Snatching,2026-01-16,07:29,17.38809,76.88736,Under Investigation,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1533""]",V-SYN-08533,NA,PH-SYN-05533,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0535,Bengaluru South,PS-BLR-SYN-07,House Burglary,2026-01-17,12:42,12.88677,77.53316,Charge Sheet Filed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1534""]",V-SYN-08534,NA,PH-SYN-05534,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0536,Mysuru,PS-MYS-SYN-08,Motorcycle Theft,2026-01-18,17:55,12.29216,76.72415,Closed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1535""]",V-SYN-08535,NA,PH-SYN-05535,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0537,Hubballi-Dharwad,PS-HBL-SYN-09,UPI Fraud,2026-01-19,22:08,15.37224,75.05347,Open,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1536""]",V-SYN-08536,NA,PH-SYN-05536,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0538,Mangaluru,PS-MNG-SYN-10,Mobile Phone Theft,2026-01-20,09:21,12.84232,74.7899,Under Investigation,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1537""]",V-SYN-08537,KA-SYN-03537,PH-SYN-05537,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0539,Belagavi,PS-BLG-SYN-11,Chain Snatching,2026-01-21,14:34,15.76916,74.47936,Charge Sheet Filed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1538""]",V-SYN-08538,NA,PH-SYN-05538,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0540,Kalaburagi,PS-KLB-SYN-12,House Burglary,2026-01-22,19:47,17.26067,76.87095,Closed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1539""]",V-SYN-08539,NA,PH-SYN-05539,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0541,Bengaluru South,PS-BLR-SYN-01,Motorcycle Theft,2024-08-01,06:00,12.97261,77.65487,Open,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1540""]",V-SYN-08540,KA-SYN-03540,PH-SYN-05540,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0542,Mysuru,PS-MYS-SYN-02,UPI Fraud,2024-08-02,11:13,12.33593,76.57394,Under Investigation,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1541""]",V-SYN-08541,NA,PH-SYN-05541,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0543,Hubballi-Dharwad,PS-HBL-SYN-03,Mobile Phone Theft,2024-08-03,16:26,15.32888,75.18801,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1542""]",V-SYN-08542,NA,PH-SYN-05542,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0544,Mangaluru,PS-MNG-SYN-04,Chain Snatching,2024-08-04,21:39,12.90488,74.86852,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1543""]",V-SYN-08543,NA,PH-SYN-05543,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0545,Belagavi,PS-BLG-SYN-05,UPI Fraud,2024-08-05,21:52,15.83573,74.51772,Open,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-DE5F7470""]",V-SYN-08544,NA,PH-SYN-84FB0E6A,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0546,Kalaburagi,PS-KLB-SYN-06,Motorcycle Theft,2024-08-06,13:05,17.27882,76.79257,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1545""]",V-SYN-08545,NA,PH-SYN-05545,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0547,Bengaluru South,PS-BLR-SYN-07,UPI Fraud,2024-08-07,18:18,12.95331,77.62524,Charge Sheet Filed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1546""]",V-SYN-08546,NA,PH-SYN-05546,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0548,Mysuru,PS-MYS-SYN-08,Mobile Phone Theft,2024-08-08,23:31,12.33146,76.59396,Closed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1547""]",V-SYN-08547,NA,PH-SYN-05547,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0549,Hubballi-Dharwad,PS-HBL-SYN-09,Chain Snatching,2024-08-09,10:44,15.35439,75.08981,Open,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1548""]",V-SYN-08548,NA,PH-SYN-05548,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0550,Mangaluru,PS-MNG-SYN-10,House Burglary,2024-08-10,15:57,12.88389,74.8838,Under Investigation,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1549""]",V-SYN-08549,NA,PH-SYN-05549,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0551,Belagavi,PS-BLG-SYN-11,Motorcycle Theft,2024-08-11,20:10,15.84428,74.42545,Charge Sheet Filed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1550""]",V-SYN-08550,NA,PH-SYN-05550,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0552,Kalaburagi,PS-KLB-SYN-12,UPI Fraud,2024-08-12,07:23,17.25273,76.78174,Closed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1551""]",V-SYN-08551,NA,PH-SYN-05551,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0553,Bengaluru South,PS-BLR-SYN-01,Mobile Phone Theft,2024-08-13,12:36,12.93017,77.66415,Open,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1552""]",V-SYN-08552,KA-SYN-03552,PH-SYN-05552,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0554,Mysuru,PS-MYS-SYN-02,Chain Snatching,2024-08-14,17:49,12.3013,76.58129,Under Investigation,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1553""]",V-SYN-08553,NA,PH-SYN-05553,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0555,Hubballi-Dharwad,PS-HBL-SYN-03,House Burglary,2024-08-15,22:02,15.30596,75.20246,Charge Sheet Filed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1554""]",V-SYN-08554,NA,PH-SYN-05554,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0556,Mangaluru,PS-MNG-SYN-04,Motorcycle Theft,2024-08-16,09:15,12.94276,74.91791,Closed,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1555""]",V-SYN-08555,KA-SYN-03555,PH-SYN-05555,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0557,Belagavi,PS-BLG-SYN-05,UPI Fraud,2024-08-17,14:28,15.86523,74.42772,Open,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1556""]",V-SYN-08556,NA,PH-SYN-05556,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0558,Kalaburagi,PS-KLB-SYN-06,Mobile Phone Theft,2024-08-18,19:41,17.31593,76.81367,Under Investigation,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1557""]",V-SYN-08557,NA,PH-SYN-05557,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0559,Bengaluru South,PS-BLR-SYN-07,Chain Snatching,2024-08-19,06:54,12.88599,77.64493,Charge Sheet Filed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1558""]",V-SYN-08558,NA,PH-SYN-05558,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0560,Mysuru,PS-MYS-SYN-08,House Burglary,2024-08-20,11:07,12.24751,76.64924,Closed,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1559""]",V-SYN-08559,NA,PH-SYN-05559,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0561,Hubballi-Dharwad,PS-HBL-SYN-09,Motorcycle Theft,2024-08-21,16:20,15.32927,75.13503,Open,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1560""]",V-SYN-08560,NA,PH-SYN-05560,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0562,Mangaluru,PS-MNG-SYN-10,House Burglary,2024-08-22,22:33,12.91104,74.85233,Under Investigation,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-7677DAD0""]",V-SYN-08561,NA,PH-SYN-B0676565,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0563,Belagavi,PS-BLG-SYN-11,Mobile Phone Theft,2024-08-23,08:46,15.85721,74.48691,Charge Sheet Filed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1562""]",V-SYN-08562,NA,PH-SYN-05562,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0564,Kalaburagi,PS-KLB-SYN-12,Chain Snatching,2024-08-24,13:59,17.3329,76.80289,Closed,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1563""]",V-SYN-08563,NA,PH-SYN-05563,true,SYNTHETIC DEMO DATA
SYN-2026-BLR-0565,Bengaluru South,PS-BLR-SYN-01,House Burglary,2024-08-25,18:12,12.98017,77.60229,Open,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1564""]",V-SYN-08564,NA,PH-SYN-05564,true,SYNTHETIC DEMO DATA
SYN-2026-MYS-0566,Mysuru,PS-MYS-SYN-02,Motorcycle Theft,2024-08-26,23:25,12.26963,76.64782,Under Investigation,"Two-person team targets parked motorcycles, defeats the handle lock and leaves through a connecting road.",Synthetic report of a motorcycle removed from a public parking area during a low-visibility period.,"BNS 303(2), 317","[""A-SYN-1565""]",V-SYN-08565,NA,PH-SYN-05565,true,SYNTHETIC DEMO DATA
SYN-2026-HBL-0567,Hubballi-Dharwad,PS-HBL-SYN-03,UPI Fraud,2024-08-27,10:38,15.33661,75.05642,Charge Sheet Filed,Caller impersonates support staff and induces the victim to approve a collect request through a mule account.,Synthetic report of a social-engineering payment fraud using a disposable phone number.,BNS 318(4); IT Act 66D,"[""A-SYN-1566""]",V-SYN-08566,NA,PH-SYN-05566,true,SYNTHETIC DEMO DATA
SYN-2026-MNG-0568,Mangaluru,PS-MNG-SYN-04,Mobile Phone Theft,2024-08-28,15:51,12.89256,74.79119,Closed,Offender exploits a crowded queue or bus boarding point and transfers the handset to an associate.,Synthetic report of a handset theft in a crowded public place.,"BNS 303(2), 3(5)","[""A-SYN-1567""]",V-SYN-08567,KA-SYN-03567,PH-SYN-05567,true,SYNTHETIC DEMO DATA
SYN-2026-BLG-0569,Belagavi,PS-BLG-SYN-05,Chain Snatching,2024-08-29,20:04,15.85353,74.45159,Open,"Rider and pillion approach a pedestrian from the left, snatch jewellery and leave on a scooter.",Synthetic report of evening chain snatching near a commercial or transit corridor.,"BNS 304(2), 3(5)","[""A-SYN-1568""]",V-SYN-08568,NA,PH-SYN-05568,true,SYNTHETIC DEMO DATA
SYN-2026-KLB-0570,Kalaburagi,PS-KLB-SYN-06,House Burglary,2024-08-30,07:17,17.24973,76.90605,Under Investigation,Rear entry is forced while occupants are away and compact valuables are removed without disturbing larger items.,Synthetic report of residential burglary during a predictable unoccupied window.,"BNS 305, 331(4)","[""A-SYN-1569""]",V-SYN-08569,NA,PH-SYN-05569,true,SYNTHETIC DEMO DATA
